HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:15192	OR51C3P~withdrawn	symbol withdrawn, see OR51C1P			
HGNC:31280	OR51C4P	olfactory receptor family 51 subfamily C member 4 pseudogene		390041	NG_004322
HGNC:15193	OR51D1	olfactory receptor family 51 subfamily D member 1	NM_001004751	390038	NM_001004751
HGNC:15194	OR51E1	olfactory receptor family 51 subfamily E member 1	NM_152430	143503	NM_152430
HGNC:15195	OR51E2	olfactory receptor family 51 subfamily E member 2	NM_030774	81285	NM_030774
HGNC:15428	OR51E3P~withdrawn	entry withdrawn			
HGNC:15196	OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)	NM_001004752	256892	NM_001004752
HGNC:15197	OR51F2	olfactory receptor family 51 subfamily F member 2	NM_001004753	119694	NM_001004753
HGNC:31281	OR51F3P	olfactory receptor family 51 subfamily F member 3 pseudogene		390043	NG_004323
HGNC:31282	OR51F4P	olfactory receptor family 51 subfamily F member 4 pseudogene		390044	NG_004324
HGNC:31283	OR51F5P	olfactory receptor family 51 subfamily F member 5 pseudogene		390040	NG_004321
HGNC:14738	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)	NM_001005237	79324	NM_001005237
HGNC:15198	OR51G2	olfactory receptor family 51 subfamily G member 2	NM_001005238	81282	NM_001005238
HGNC:19549	OR51G3P~withdrawn	symbol withdrawn, see OR51G1			
HGNC:14833	OR51H1	olfactory receptor family 51 subfamily H member 1		401663	NM_001348291
HGNC:15199	OR51H2P	olfactory receptor family 51 subfamily H member 2 pseudogene		401664	NG_004389
HGNC:15200	OR51I1	olfactory receptor family 51 subfamily I member 1	NM_001005288	390063	NM_001005288
HGNC:15201	OR51I2	olfactory receptor family 51 subfamily I member 2	NM_001004754	390064	NM_001004754
HGNC:14856	OR51J1	olfactory receptor family 51 subfamily J member 1 (gene/pseudogene)	NG_002252	79470	NM_001348224
HGNC:19601	OR51J2~withdrawn	symbol withdrawn, see OR51J1			
HGNC:15202	OR51K1P	olfactory receptor family 51 subfamily K member 1 pseudogene		81278	NG_004226
HGNC:14759	OR51L1	olfactory receptor family 51 subfamily L member 1	NM_001004755	119682	NM_001004755
HGNC:14847	OR51M1	olfactory receptor family 51 subfamily M member 1	NM_001004756	390059	NM_001004756
HGNC:14757	OR51N1P	olfactory receptor family 51 subfamily N member 1 pseudogene		119696	NG_004281
HGNC:14762	OR51P1P	olfactory receptor family 51 subfamily P member 1 pseudogene		79300	NG_002232
HGNC:19548	OR51P2P~withdrawn	symbol withdrawn, see OR51P1P			
HGNC:14851	OR51Q1	olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)	NM_001004757	390061	NM_001004757
HGNC:15203	OR51R1P	olfactory receptor family 51 subfamily R member 1 pseudogene		390034	NG_004318
HGNC:15204	OR51S1	olfactory receptor family 51 subfamily S member 1	NM_001004758	119692	NM_001004758
HGNC:15205	OR51T1	olfactory receptor family 51 subfamily T member 1	NM_001004759	401665	NM_001004759
HGNC:19597	OR51V1	olfactory receptor family 51 subfamily V member 1	NM_001004760	283111	NM_001004760
HGNC:8318	OR52A1	olfactory receptor family 52 subfamily A member 1	NM_012375	23538	NM_012375
HGNC:15429	OR52A2~withdrawn	entry withdrawn			
HGNC:15430	OR52A3P~withdrawn	symbol withdrawn, see OR51E1			
HGNC:19579	OR52A4P	olfactory receptor family 52 subfamily A member 4 pseudogene	NG_029079	390053	NG_029079
HGNC:19580	OR52A5	olfactory receptor family 52 subfamily A member 5	NM_001005160	390054	NM_001005160
HGNC:15206	OR52B1P	olfactory receptor family 52 subfamily B member 1 pseudogene		81274	NG_004225
HGNC:15207	OR52B2	olfactory receptor family 52 subfamily B member 2	NM_001004052	255725	NM_001004052
HGNC:15208	OR52B3P	olfactory receptor family 52 subfamily B member 3 pseudogene		387747	NG_004311
HGNC:15209	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	NM_001005161	143496	NM_001005161
HGNC:15210	OR52B5P	olfactory receptor family 52 subfamily B member 5 pseudogene		81270	NG_004224
HGNC:15211	OR52B6	olfactory receptor family 52 subfamily B member 6	NM_001005162	340980	NM_001005162
HGNC:15212	OR52D1	olfactory receptor family 52 subfamily D member 1	NM_001005163	390066	NM_001005163
HGNC:14766	OR52E1	olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)		79296	NM_001348221
HGNC:14769	OR52E2	olfactory receptor family 52 subfamily E member 2	NM_001005164	119678	NM_001005164
HGNC:14793	OR52E3P	olfactory receptor family 52 subfamily E member 3 pseudogene		79533	NG_002269
HGNC:15213	OR52E4	olfactory receptor family 52 subfamily E member 4	NM_001005165	390081	NM_001005165
HGNC:15214	OR52E5	olfactory receptor family 52 subfamily E member 5	NM_001005166	390082	NM_001005166
HGNC:15215	OR52E6	olfactory receptor family 52 subfamily E member 6	NM_001005167	390078	NM_001005167
HGNC:15216	OR52E7P	olfactory receptor family 52 subfamily E member 7 pseudogene		81264	NG_004223
HGNC:15217	OR52E8	olfactory receptor family 52 subfamily E member 8	NM_001005168	390079	NM_001005168
HGNC:15218	OR52H1	olfactory receptor family 52 subfamily H member 1	NM_001005289	390067	NM_001005289
HGNC:15219	OR52H2P	olfactory receptor family 52 subfamily H member 2 pseudogene		81261	NG_004222
HGNC:15220	OR52I1	olfactory receptor family 52 subfamily I member 1	NM_001005169	390037	NM_001005169
HGNC:15221	OR52I2	olfactory receptor family 52 subfamily I member 2	NM_001005170	143502	NM_001005170
HGNC:14760	OR52J1P	olfactory receptor family 52 subfamily J member 1 pseudogene		79302	NG_002234
HGNC:14797	OR52J2P	olfactory receptor family 52 subfamily J member 2 pseudogene		79529	NG_002266
HGNC:14799	OR52J3	olfactory receptor family 52 subfamily J member 3	NM_001001916	119679	NM_001001916
HGNC:19581	OR52J4P~withdrawn	symbol withdrawn, see OR52J2P			
HGNC:15222	OR52K1	olfactory receptor family 52 subfamily K member 1	NM_001005171	390036	NM_001005171
HGNC:15223	OR52K2	olfactory receptor family 52 subfamily K member 2	NM_001005172	119774	NM_001005172
HGNC:15224	OR52K3P	olfactory receptor family 52 subfamily K member 3 pseudogene		390035	NG_004319
HGNC:14785	OR52L1	olfactory receptor family 52 subfamily L member 1	NM_001005173	338751	NM_001005173
HGNC:14788	OR52L2P	olfactory receptor family 52 subfamily L member 2 pseudogene		79274	NG_003195
HGNC:15225	OR52M1	olfactory receptor family 52 subfamily M member 1	NM_001004137	119772	NM_001004137
HGNC:15226	OR52M2P	olfactory receptor family 52 subfamily M member 2 pseudogene		338637	NG_004305
HGNC:15227	OR52M3P~withdrawn	entry withdrawn			
HGNC:19556	OR52M4~withdrawn	symbol withdrawn, see OR52M2P			
HGNC:14853	OR52N1	olfactory receptor family 52 subfamily N member 1	NM_001001913	79473	NM_001001913
HGNC:15228	OR52N2	olfactory receptor family 52 subfamily N member 2	NM_001005174	390077	NM_001005174
HGNC:15229	OR52N3P	olfactory receptor family 52 subfamily N member 3 pseudogene		81251	NG_004221
HGNC:15230	OR52N4	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)	NM_001005175	390072	NM_001005175
HGNC:15231	OR52N5	olfactory receptor family 52 subfamily N member 5	NM_001001922	390075	NM_001001922
HGNC:15232	OR52P1P	olfactory receptor family 52 subfamily P member 1 pseudogene		81248	NG_004220
HGNC:15233	OR52P2P	olfactory receptor family 52 subfamily P member 2 pseudogene		119775	NG_004282
HGNC:15234	OR52Q1P	olfactory receptor family 52 subfamily Q member 1 pseudogene		81246	NG_004219
HGNC:15235	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)	NM_001005177	119695	NM_001005177
HGNC:14805	OR52S1P	olfactory receptor family 52 subfamily S member 1 pseudogene		79521	NG_002262
HGNC:15236	OR52T1P	olfactory receptor family 52 subfamily T member 1 pseudogene		81244	NG_004218
HGNC:15237	OR52U1P	olfactory receptor family 52 subfamily U member 1 pseudogene		81243	NG_004217
HGNC:15238	OR52V1P	olfactory receptor family 52 subfamily V member 1 pseudogene		81242	NG_004216
HGNC:15239	OR52W1	olfactory receptor family 52 subfamily W member 1	NM_001005178	120787	NM_001005178
HGNC:14790	OR52X1P	olfactory receptor family 52 subfamily X member 1 pseudogene		79272	NG_002220
HGNC:15240	OR52Y1P	olfactory receptor family 52 subfamily Y member 1 pseudogene		81240	NG_004215
HGNC:19547	OR52Y2P~withdrawn	symbol withdrawn, see OR52Y1P			
HGNC:19596	OR52Z1	olfactory receptor family 52 subfamily Z member 1 (gene/pseudogene)	NG_004304	283110	NM_001348257
HGNC:15241	OR55B1P	olfactory receptor family 55 subfamily B member 1 pseudogene		390030	NG_004317
HGNC:19603	OR55B2P~withdrawn	symbol withdrawn, see OR55B1P			
HGNC:15242	OR55C1P~withdrawn	symbol withdrawn, see OR55B1P			
HGNC:14781	OR56A1	olfactory receptor family 56 subfamily A member 1	NM_001001917	120796	NM_001001917
HGNC:14782	OR56A2P~withdrawn	entry withdrawn			
HGNC:14786	OR56A3	olfactory receptor family 56 subfamily A member 3	NM_001003443	390083	NM_001003443
HGNC:14791	OR56A4	olfactory receptor family 56 subfamily A member 4	NM_001005179	120793	NM_001005179
HGNC:14792	OR56A5	olfactory receptor family 56 subfamily A member 5	XM_001715165	390084	NM_001146033
HGNC:15243	OR56A6~withdrawn	symbol withdrawn, see OR56A3			
HGNC:15244	OR56A7P	olfactory receptor family 56 subfamily A member 7 pseudogene		81236	NG_004214
HGNC:15245	OR56B1	olfactory receptor family 56 subfamily B member 1	NM_001005180	387748	NM_001005180
HGNC:15246	OR56B2P	olfactory receptor family 56 subfamily B member 2 pseudogene		390073	NG_004326
HGNC:15247	OR56B3P	olfactory receptor family 56 subfamily B member 3 pseudogene		401675	NG_004390
HGNC:15248	OR56B4	olfactory receptor family 56 subfamily B member 4	NM_001005181	196335	NM_001005181
HGNC:25896	ORAI1	ORAI calcium release-activated calcium modulator 1	NM_032790	84876	NM_032790
HGNC:21667	ORAI2	ORAI calcium release-activated calcium modulator 2	NM_032831	80228	NM_001126340
HGNC:28185	ORAI3	ORAI calcium release-activated calcium modulator 3	NM_152288	93129	NM_152288
HGNC:39203	ORAOV1P1	oral cancer overexpressed 1 pseudogene 1		100873907	NG_032235
HGNC:8487	ORC1	origin recognition complex subunit 1	NM_004153	4998	NM_001190818
HGNC:8488	ORC2	origin recognition complex subunit 2	NM_006190	4999	NM_006190
HGNC:8489	ORC3	origin recognition complex subunit 3		23595	NM_001197259
HGNC:8490	ORC4	origin recognition complex subunit 4	NM_181742	5000	NM_001190879
HGNC:8491	ORC5	origin recognition complex subunit 5	NM_002553	5001	NM_002553
HGNC:17151	ORC6	origin recognition complex subunit 6		23594	NM_014321
HGNC:8492	ORCTL2~withdrawn	symbol withdrawn, see SLC22A18			
HGNC:8493	ORCTL2S~withdrawn	symbol withdrawn, see SLC22A18AS			
HGNC:8498	ORM1	orosomucoid 1		5004	NM_000607
HGNC:8499	ORM2	orosomucoid 2	NM_000608	5005	NM_000608
HGNC:16036	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	NM_016467	94101	NM_001128150
HGNC:16037	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	NM_014182	29095	NM_014182
HGNC:16038	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	NM_139280	94103	NM_001320801
HGNC:8500	ORNT1~withdrawn	symbol withdrawn, see SLC25A15			
HGNC:8501	ORW1~withdrawn	symbol withdrawn, see ENG			
HGNC:8502	ORW2~withdrawn	symbol withdrawn, see ACVRL1			
HGNC:16994	OS9	OS9, endoplasmic reticulum lectin	NM_006812	10956	NM_001017956
HGNC:8503	OSBP	oxysterol binding protein		5007	NM_002556
HGNC:8504	OSBP2	oxysterol binding protein 2	NM_030758	23762	NM_001282738
HGNC:16398	OSBPL1A	oxysterol binding protein like 1A	NM_080597	114876	NM_001242508
HGNC:16399	OSBPL1B~withdrawn	symbol withdrawn, see OSBPL1A			
HGNC:15761	OSBPL2	oxysterol binding protein like 2	NM_014835	9885	NM_001278649
HGNC:16370	OSBPL3	oxysterol binding protein like 3		26031	NM_015550
HGNC:16392	OSBPL5	oxysterol binding protein like 5		114879	NM_001144063
HGNC:16388	OSBPL6	oxysterol binding protein like 6	NM_032523	114880	NM_001201480
HGNC:16387	OSBPL7	oxysterol binding protein like 7	NM_017731	114881	NM_145798
HGNC:16396	OSBPL8	oxysterol binding protein like 8	NM_020841	114882	NM_001003712
HGNC:16386	OSBPL9	oxysterol binding protein like 9		114883	NM_001330580
HGNC:48731	OSBPL9P1	oxysterol binding protein like 9 pseudogene 1		100130821	NG_022251
HGNC:48732	OSBPL9P2	oxysterol binding protein like 9 pseudogene 2		100130038	NG_023263
HGNC:48733	OSBPL9P3	oxysterol binding protein like 9 pseudogene 3		100420591	NG_024546
HGNC:48734	OSBPL9P4	oxysterol binding protein like 9 pseudogene 4		100498661	NG_021400
HGNC:48735	OSBPL9P5	oxysterol binding protein like 9 pseudogene 5		106480232	NG_043747
HGNC:48736	OSBPL9P6	oxysterol binding protein like 9 pseudogene 6		100533673	NG_007475
HGNC:16395	OSBPL10	oxysterol binding protein like 10		114884	NM_001174060
HGNC:40767	OSBPL10-AS1	OSBPL10 antisense RNA 1		100874206	NR_049771
HGNC:16397	OSBPL11	oxysterol binding protein like 11	NM_022776	114885	NM_022776
HGNC:29960	OSCAR	osteoclast associated, immunoglobulin-like receptor	NM_133169	126014	NM_001282349
HGNC:29971	OSCP1	organic solute carrier partner 1	NM_145047	127700	NM_001330493
HGNC:16105	OSER1	oxidative stress responsive serine rich 1	NM_016470	51526	NM_016470
HGNC:48585	OSER1-DT	OSER1 divergent transcript	NR_038337	100505783	NR_038337
HGNC:18028	OSGEP	O-sialoglycoprotein endopeptidase	NM_017807	55644	NM_017807
HGNC:23075	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	NM_022353	64172	NM_001354347
HGNC:41009	OSGEPL1-AS1	OSGEPL1 antisense RNA 1		101409258	NR_102429
HGNC:30093	OSGIN1	oxidative stress induced growth inhibitor 1	NM_013370	29948	NM_182981
HGNC:1355	OSGIN2	oxidative stress induced growth inhibitor family member 2	NM_004337	734	NM_001126111
HGNC:8505	OSIL~withdrawn	symbol withdrawn, see SQSTM1			
HGNC:8506	OSM	oncostatin M	NM_020530	5008	NM_001319108
HGNC:8507	OSMR	oncostatin M receptor	NM_003999	9180	NM_001168355
HGNC:50296	OSMR-AS1	OSMR antisense RNA 1 (head to head)		101929768	NR_109951
HGNC:8111	OSR1	odd-skipped related transciption factor 1	NM_145260	130497	NM_145260
HGNC:15830	OSR2	odd-skipped related transciption factor 2	NM_053001	116039	NM_001142462
HGNC:8509	OSRC~withdrawn	symbol withdrawn, see RB1			
HGNC:32483	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	NM_001134693	100128731	NM_001134693
HGNC:24448	OSTC	oligosaccharyltransferase complex non-catalytic subunit	NM_021227	58505	NM_001267817
HGNC:30530	OSTCP1	oligosaccharyltransferase complex subunit pseudogene 1	NM_145303	202459	NR_028496
HGNC:42864	OSTCP2	oligosaccharyltransferase complex subunit pseudogene 2		646567	
HGNC:42865	OSTCP3	oligosaccharyltransferase complex subunit pseudogene 3		646557	NG_030060
HGNC:42866	OSTCP4	oligosaccharyltransferase complex subunit pseudogene 4		645264	NG_030224
HGNC:42867	OSTCP5	oligosaccharyltransferase complex subunit pseudogene 5		100874386	NG_032532
HGNC:42868	OSTCP6	oligosaccharyltransferase complex subunit pseudogene 6		100874387	NG_032533
HGNC:42870	OSTCP7	oligosaccharyltransferase complex subunit pseudogene 7		100874391	NG_029221
HGNC:42869	OSTCP8	oligosaccharyltransferase complex subunit pseudogene 8		100874388	NG_032534
HGNC:8510	OSTF1	osteoclast stimulating factor 1	NM_012383	26578	NM_012383
HGNC:31439	OSTF1P1	osteoclast stimulating factor 1 pseudogene 1	NG_003109	386654	NG_003109
HGNC:21652	OSTM1	osteoclastogenesis associated transmembrane protein 1	NM_014028	28962	NM_014028
HGNC:43666	OSTM1-AS1	OSTM1 antisense RNA 1		100287366	NR_145458
HGNC:29961	OSTN	osteocrin	NM_198184	344901	NM_198184
HGNC:41250	OSTN-AS1	OSTN antisense RNA 1		106480738	NR_133663
HGNC:8511	OT~withdrawn	symbol withdrawn, see OXT			
HGNC:8512	OTC	ornithine carbamoyltransferase		5009	NM_000531
HGNC:8513	OTF3~withdrawn	symbol withdrawn, see POU5F1			
HGNC:14519	OTM~withdrawn	symbol withdrawn, see CLDN11			
HGNC:16378	OTOA	otoancorin		146183	NM_001161683
HGNC:53869	OTOAP1	OTOA pseudogene 1	NR_003676	653786	NR_003676
HGNC:8515	OTOF	otoferlin		9381	NM_001287489
HGNC:8516	OTOG	otogelin		340990	NM_001277269
HGNC:26901	OTOGL	otogelin like	NM_173591	283310	NM_173591
HGNC:34071	OTOL1	otolin 1	NM_001080440	131149	NM_001080440
HGNC:19656	OTOP1	otopetrin 1	NM_177998	133060	NM_177998
HGNC:19657	OTOP2	otopetrin 2	NM_178160	92736	NM_178160
HGNC:19658	OTOP3	otopetrin 3	NM_178233	347741	NM_001272005
HGNC:8517	OTOR	otoraplin		56914	NM_020157
HGNC:22644	OTOS	otospiralin	NM_148961	150677	NM_148961
HGNC:8518	OTP	orthopedia homeobox		23440	NM_032109
HGNC:8519	OTSC1	otosclerosis 1		5012	
HGNC:8520	OTSC2	otosclerosis 2		93999	
HGNC:17831	OTSC3	otosclerosis 3		170532	
HGNC:19981	OTSC4	otosclerosis 4		286751	
HGNC:20238	OTSC5	otosclerosis 5		317682	
HGNC:20375	OTSC6	otosclerosis 6		319090	
HGNC:31084	OTSC7	otosclerosis 7		399516	
HGNC:32939	OTSC8	otosclerosis 8		100151644	
HGNC:35457	OTSC9	otosclerosis 9		109729089	
HGNC:38512	OTSC10	otosclerosis 10		102723100	
HGNC:23077	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	NM_017670	55611	NM_017670
HGNC:20351	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2		78990	NM_023112
HGNC:27346	OTUD1	OTU deubiquitinase 1	XM_166659	220213	NM_001145373
HGNC:29038	OTUD3	OTU deubiquitinase 3		23252	NM_015207
HGNC:24949	OTUD4	OTU deubiquitinase 4	NM_017493	54726	NM_001102653
HGNC:33912	OTUD4P1	OTUD4 pseudogene 1		360227	NG_005318
HGNC:25402	OTUD5	OTU deubiquitinase 5	NM_017602	55593	NM_001136157
HGNC:32312	OTUD6A	OTU deubiquitinase 6A	NM_207320	139562	NM_207320
HGNC:24281	OTUD6B	OTU domain containing 6B	NM_016023	51633	NM_001286745
HGNC:50466	OTUD6B-AS1	OTUD6B antisense RNA 1 (head to head)		100506365	NR_110438
HGNC:20718	OTUD7A	OTU deubiquitinase 7A	NM_130901	161725	NM_001329907
HGNC:16683	OTUD7B	OTU deubiquitinase 7B	NM_020205	56957	NM_020205
HGNC:25118	OTULIN	OTU deubiquitinase with linear linkage specificity	NM_138348	90268	NM_138348
HGNC:25629	OTULINL	OTU deubiquitinase with linear linkage specificity like	NM_019018	54491	NM_019018
HGNC:8521	OTX1	orthodenticle homeobox 1		5013	NM_001199770
HGNC:8522	OTX2	orthodenticle homeobox 2	NM_021728.	5015	NM_001270523
HGNC:43906	OTX2-AS1	OTX2 antisense RNA 1 (head to head)	NR_029385	100309464	NR_029385
HGNC:33281	OTX2P1	orthodenticle homeobox 2 pseudogene 1		100033409	NG_032194
HGNC:49422	OVAAL	ovarian adenocarcinoma amplified long non-coding RNA	NR_125716	148756	NR_125716
HGNC:24203	OVCA2	OVCA2, serine hydrolase domain containing	NM_080822	124641	NM_080822
HGNC:23080	OVCH1	ovochymase 1	NM_183378	341350	NM_001353179
HGNC:44484	OVCH1-AS1	OVCH1 antisense RNA 1		101055625	NR_073170
HGNC:29970	OVCH2	ovochymase 2 (gene/pseudogene)	NM_198185	341277	NM_198185
HGNC:8523	OVD1A~withdrawn	symbol withdrawn, see BCKDHA			
HGNC:8524	OVGP1	oviductal glycoprotein 1	NM_002557	5016	NM_002557
HGNC:8525	OVOL1	ovo like transcriptional repressor 1	NM_004561	5017	NM_004561
HGNC:49319	OVOL1-AS1	OVOL1 antisense RNA 1		101927828	NR_108085
HGNC:15804	OVOL2	ovo like zinc finger 2	NM_021220	58495	NM_001303461
HGNC:14186	OVOL3	ovo like zinc finger 3	XM_001717165	728361	NM_001302757
HGNC:8526	OXA1L	OXA1L, mitochondrial inner membrane protein	NM_005015	5018	NM_005015
HGNC:8527	OXCT1	3-oxoacid CoA-transferase 1	NM_000436	5019	NM_000436
HGNC:40423	OXCT1-AS1	OXCT1 antisense RNA 1		100874002	NR_046635
HGNC:18606	OXCT2	3-oxoacid CoA-transferase 2	NM_022120	64064	NM_022120
HGNC:21627	OXCT2P1	3-oxoacid CoA-transferase 2 pseudogene 1	NG_001331	192217	NR_132962
HGNC:24884	OXER1	oxoeicosanoid receptor 1	NM_148962	165140	NM_148962
HGNC:4531	OXGR1	oxoglutarate receptor 1	NM_080818	27199	NM_001346194
HGNC:27901	OXLD1	oxidoreductase like domain containing 1	NM_001039842	339229	NM_001039842
HGNC:25128	OXNAD1	oxidoreductase NAD binding domain containing 1	NM_138381	92106	NM_001330670
HGNC:15822	OXR1	oxidation resistance 1	NM_181354	55074	NM_001198532
HGNC:26063	OXSM	3-oxoacyl-ACP synthase, mitochondrial	NM_017897	54995	NM_001145391
HGNC:8508	OXSR1	oxidative stress responsive 1	NM_005109	9943	NM_005109
HGNC:8528	OXT	oxytocin/neurophysin I prepropeptide	NM_000915	5020	NM_000915
HGNC:8529	OXTR	oxytocin receptor		5021	NM_000916
HGNC:8530	P~withdrawn	symbol withdrawn, see OCA2			
HGNC:8531	P1~withdrawn	symbol withdrawn, see A4GALT			
HGNC:8533	P2RX1	purinergic receptor P2X 1	NM_002558	5023	NM_002558
HGNC:15459	P2RX2	purinergic receptor P2X 2		22953	NM_001282164
HGNC:8534	P2RX3	purinergic receptor P2X 3	NM_002559	5024	NM_002559
HGNC:8535	P2RX4	purinergic receptor P2X 4	NM_175567	5025	NM_001256796
HGNC:8536	P2RX5	purinergic receptor P2X 5	NM_002561, NM_175080, NM_175081	5026	NM_001204519
HGNC:49191	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)		100533970	NR_037928
HGNC:8538	P2RX6	purinergic receptor P2X 6	NM_005446	9127	NM_001159554
HGNC:34076	P2RX6P	purinergic receptor P2X 6 pseudogene	NR_002829	440799	NR_002829
HGNC:8537	P2RX7	purinergic receptor P2X 7	NM_002562	5027	NM_002562
HGNC:8539	P2RY1	purinergic receptor P2Y1	NM_002563	5028	NM_002563
HGNC:8541	P2RY2	purinergic receptor P2Y2	NM_176072	5029	NM_002564
HGNC:8542	P2RY4	pyrimidinergic receptor P2Y4	NM_002565	5030	NM_002565
HGNC:8543	P2RY6	pyrimidinergic receptor P2Y6		5031	NM_001277204
HGNC:8544	P2RY7~withdrawn	symbol withdrawn, see LTB4R			
HGNC:15524	P2RY8	P2Y receptor family member 8	NM_178129	286530	NM_178129
HGNC:19906	P2RY10	P2Y receptor family member 10		27334	NM_001324218
HGNC:32924	P2RY10BP	P2Y receptor family member 10B, pseudogene	NG_004704	449518	NG_004704
HGNC:19063	P2RY10P1	P2Y receptor family member 10 pseudogene 1		654813	
HGNC:8540	P2RY11	purinergic receptor P2Y11	NM_002566	5032	NM_002566
HGNC:18124	P2RY12	purinergic receptor P2Y12		64805	NM_022788
HGNC:4537	P2RY13	purinergic receptor P2Y13	NM_023914	53829	NM_176894
HGNC:16442	P2RY14	purinergic receptor P2Y14	NM_014879	9934	NM_001081455
HGNC:19316	P3H1	prolyl 3-hydroxylase 1	NM_022356	64175	NM_001146289
HGNC:19317	P3H2	prolyl 3-hydroxylase 2	NM_018192	55214	NM_001134418
HGNC:40886	P3H2-AS1	P3H2 antisense RNA 1		101929152	NR_126419
HGNC:19318	P3H3	prolyl 3-hydroxylase 3	NM_014262	10536	NM_014262
HGNC:16946	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)		10609	NM_006455
HGNC:8545	P4HA~withdrawn	symbol withdrawn, see P4HA1			
HGNC:8546	P4HA1	prolyl 4-hydroxylase subunit alpha 1	NM_000917	5033	NM_000917
HGNC:8547	P4HA2	prolyl 4-hydroxylase subunit alpha 2	NM_004199	8974	NM_001017973
HGNC:43560	P4HA2-AS1	P4HA2 antisense RNA 1		100861518	NR_047470
HGNC:30135	P4HA3	prolyl 4-hydroxylase subunit alpha 3	NM_182904	283208	NM_001288748
HGNC:53160	P4HA3-AS1	P4HA3 antisense RNA 1	NR_120556	101928580	NR_120556
HGNC:8548	P4HB	prolyl 4-hydroxylase subunit beta	NM_000918	5034	NM_000918
HGNC:28858	P4HTM	prolyl 4-hydroxylase, transmembrane	NM_177938	54681	NM_177938
HGNC:8532	P200~withdrawn	entry withdrawn			
HGNC:8550	PA2G4	proliferation-associated 2G4	NM_006191	5036	NM_006191
HGNC:8551	PA2G4P1	proliferation-associated 2G4 pseudogene 1	NG_005879	389884	NG_005879
HGNC:16531	PA2G4P2	proliferation-associated 2G4 pseudogene 2		170533	NG_001046
HGNC:31731	PA2G4P3	proliferation-associated 2G4 pseudogene 3		619212	NG_005881
HGNC:32217	PA2G4P4	proliferation-associated 2G4 pseudogene 4		647033	NR_003284
HGNC:32218	PA2G4P5	proliferation-associated 2G4 pseudogene 5		389424	NG_005878
HGNC:32219	PA2G4P6	proliferation-associated 2G4 pseudogene 6		646083	NG_005882
HGNC:25687	PAAF1	proteasomal ATPase associated factor 1	NM_025155	80227	NM_001267803
HGNC:8552	PAB1~withdrawn	symbol withdrawn, see PABPC1			
HGNC:8553	PABP2~withdrawn	symbol withdrawn, see PABPN1			
HGNC:8554	PABPC1	poly(A) binding protein cytoplasmic 1	NM_002568	26986	NM_002568
HGNC:15797	PABPC1L	poly(A) binding protein cytoplasmic 1 like		80336	NM_001124756
HGNC:27989	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	NM_001012977	340529	NM_001012977
HGNC:31852	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	NM_001042506	645974	NM_001042506
HGNC:50345	PABPC1L2B-AS1	PABPC1L2B antisense RNA 1 (head to head)		101928345	NR_110398
HGNC:8558	PABPC1P1	poly(A) binding protein cytoplasmic 1 pseudogene 1	NG_001268	26980	NG_001268
HGNC:8559	PABPC1P2	poly(A) binding protein cytoplasmic 1 pseudogene 2	NR_026904	728773	NR_026904
HGNC:8560	PABPC1P3	poly(A) binding protein cytoplasmic 1 pseudogene 3	NG_001266	26978	NG_001266
HGNC:8563	PABPC1P4	poly(A) binding protein cytoplasmic 1 pseudogene 4	NG_008823	341315	NG_008823
HGNC:37985	PABPC1P5	poly(A) binding protein cytoplasmic 1 pseudogene 5		100131374	NG_022964
HGNC:37986	PABPC1P6	poly(A) binding protein cytoplasmic 1 pseudogene 6		100128696	NG_023006
HGNC:37987	PABPC1P7	poly(A) binding protein cytoplasmic 1 pseudogene 7		100128183	NG_008662
HGNC:37988	PABPC1P8	poly(A) binding protein cytoplasmic 1 pseudogene 8		100132766	NG_023001
HGNC:37991	PABPC1P9	poly(A) binding protein cytoplasmic 1 pseudogene 9	NG_011864	100130338	NG_011864
HGNC:37992	PABPC1P10	poly(A) binding protein cytoplasmic 1 pseudogene 10		285314	NG_017056
HGNC:37993	PABPC1P11	poly(A) binding protein cytoplasmic 1 pseudogene 11		100421058	NG_021608
HGNC:37994	PABPC1P12	poly(A) binding protein cytoplasmic 1 pseudogene 12		100129604	NG_022171
